,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-04-30,-0.018270895972632095,-0.03293549122868411,-0.02028288591337346,-0.03211936122875303,-0.05550118063944742
2024-05-01,-0.006047020011961779,0.02285714285714291,0.006634751356788149,0.01440950462602042,-0.017950640048260635
2024-05-02,0.022031925363350302,0.031955314082140474,0.016843586163952873,0.00734285259145584,0.0001110562423569661
2024-05-03,0.0598162603440735,0.008066292135759712,0.003721111639166219,0.02216966397499265,0.006555235656792835
2024-05-06,-0.009106920848032884,0.013371946429286963,0.0051423144895259565,0.016918309039614998,0.019703030064167848
2024-05-07,0.0037972795055045694,0.0003179520909595279,0.018738829700385207,-0.010156195852413674,-0.03761635178001177
2024-05-08,0.00186403881215913,-0.004026247769404412,-0.01091964256356237,0.0029315110622192275,-0.017378079862311324
2024-05-09,0.010014324732449564,0.007978723404255428,0.0034241352577932815,0.004335815170618096,-0.01573946875450305
2024-05-10,-0.006890279909845254,-0.01065965315282813,-0.0077075687914568425,0.005869224540258733,-0.02035238689978358
2024-05-13,0.01764542320705731,-0.004853789332504466,0.002905479506289277,-0.002459449371754019,0.020300339194899042
2024-05-14,0.006173572910705749,0.002679959159411549,0.007094573206804844,0.0068646017593501085,0.03292805679333921
2024-05-15,0.012217930119769127,-0.005773249525686364,0.012739194643589746,0.017483840552765306,-0.02005067585133169
2024-05-16,0.0006323665736951423,-0.012688857146349708,0.009680511979908824,-0.0049399295771551666,0.004885285464054867
2024-05-17,0.00015801200307485885,0.005826891232250109,0.010793546819424016,-0.0018527333578518546,0.014985188920464187
2024-05-20,0.0061621430143423694,-0.006280474722663021,0.004884789743444529,0.012208263083569815,-0.014144086952910362
2024-05-21,0.006857375894604001,-0.0021248741632045043,0.005256450101768895,0.008699019056555679,0.06659050790792542
2024-05-22,-0.007538492818335962,-0.00010914012742568868,-0.008265201319061943,0.0034493249494138567,-0.03478030697150003
2024-05-23,-0.0210581343243752,-0.011358061353112014,-0.01604493947265151,-0.008176181413178552,-0.03536724832380789
2024-05-24,0.016588199192468345,-0.0016570176564539851,0.008297297824394922,0.00740056054821614,0.03165649721483632
2024-05-28,5.282088220104342e-05,0.007745471073219212,0.008057577637971436,0.0003719719898318541,-0.01389201861667555
2024-05-29,0.0015788721150040708,-0.0007136405620595809,-0.0028345200233110823,-0.0026724194998455353,-0.0031683030189180172
2024-05-30,0.0052552847054028184,-0.014833517662161122,-0.021546299112958467,-0.033786187246627075,0.014756744473008343
2024-05-31,0.005018457250625996,-0.016060700229647673,0.0022660350135037532,0.0011093115944140752,-0.003971091681523098
2024-06-03,0.009258677363141787,0.01076849847083472,0.0038839519951809898,-0.003878288350216197,-0.0100517100545634
2024-06-04,0.001649196652204532,0.00560726713319748,0.003580363933777031,0.006166529965820011,-0.008622094682395387
