Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-07-26,,0.014734466536293178,-0.0016738704683473271,0.01641964996016365,-0.0020431189477511102
2024-07-29,,0.003835599716395466,0.01514966529070505,0.0034331459938159448,0.055959976710561854
2024-07-30,,-0.008133134602594794,0.004482959881835447,-0.008928403134969565,-0.04084450985365373
2024-07-31,,0.029002194810164417,0.0073404943199071315,-0.010805846859305634,0.04244907202543402
2024-08-01,,-0.015563100170141508,-0.004546960050734961,-0.002963916559591162,-0.06554059651757449
2024-08-02,,-0.0878470841762542,-0.024010429615627604,-0.02066621497866894,-0.042377581921705376
2024-08-05,,-0.04097671157906757,-0.0444616934055293,-0.03265670888347083,-0.04232673647438423
2024-08-06,,0.005651399696776416,-0.00602833842389372,0.011286878106290477,0.008849529684359148
2024-08-07,,0.0051874985158653075,0.004106343334871143,-0.0029529221199333655,-0.044258397676563366
2024-08-08,,0.018615215947435537,0.019441229597113807,0.010691996848536833,0.036921162045623124
2024-08-09,,0.00687575011257735,0.010121902207772315,0.008269214307032424,0.005833854775063374
2024-08-12,,-0.000838620987187122,-0.008431912012216936,0.0019458474628450961,-0.012549972534179665
2024-08-13,,0.020563504874259175,0.011522718276094635,0.01769870227227366,0.05235706137163754
2024-08-14,,-0.0007636117446156998,-0.023087240904190454,0.006883811139487106,-0.0310349655555765
2024-08-15,,0.04403286281963403,0.005799173869651009,0.011823842096072346,0.06336276788880446
2024-08-16,,-0.002984395462729106,0.01029134976385282,-0.006080287090921899,0.009246267550119258
2024-08-19,,0.006551472258579993,0.02276630871646046,0.0073122965478122914,0.030538618603692225
2024-08-20,,0.003703308593809629,0.003059881964778688,0.007757380575764472,-0.007273684933137958
2024-08-21,,0.006876093995775934,-0.007955411068354845,-0.001553559112781988,0.009814554993405888
2024-08-22,,-0.022097583221652117,-0.012360676763787493,-0.020252762663933388,-0.056478704568676985
2024-08-23,,0.005166572293719973,0.011111124670586836,0.0029840393692375233,0.04585589810206048
2024-08-26,,-0.00869856159361615,0.003260693973272666,-0.007917747769893402,-0.0322712435275504
2024-08-27,,-0.013561281383547064,-0.008907250053464932,0.0008465699858553055,-0.018760845523390857
2024-08-28,,-0.013401063602498708,-0.011112534510164807,-0.007829017658136705,-0.01653843794670573
2024-08-29,,0.007728290643119529,-0.006570279280066926,0.006137192592063023,0.002575935743848623
2024-08-30,,0.037067191865004956,0.009890042940555954,0.009730841994459727,0.03795812428442069
2024-09-03,,-0.012605042016806678,-0.036846709448022597,-0.018458971743666064,-0.016393416920415627
2024-09-04,,-0.016567365497562103,-0.005782973266329483,-0.001318909021474024,0.04183284569452206
2024-09-05,,0.026308183871355473,0.005049508317432672,-0.0012472645014968142,0.04904058305110959
2024-09-06,,-0.03653943460735232,-0.0401933066700072,-0.016381415717335646,-0.0844593239607937
2024-09-09,,0.023396899008788496,-0.013335896753269738,0.010007481746121538,0.026289605928169646
2024-09-10,,0.023660258265018275,-0.00033622049951664845,0.02090116324380631,0.04577608406578748
2024-09-11,,0.02768031821904482,0.016816782384631912,0.02134224195662804,0.008666077418469476
2024-09-12,,0.013440254011034547,0.023352681815900667,0.009360940407203255,0.007364189890953776
2024-09-13,,-0.0027272433520638684,0.017907008279709258,0.00840744212573763,0.0020886633855721204
2024-09-16,,-0.008579580976924128,0.003810246784427651,0.0017418817117251795,-0.015241628421408637
2024-09-17,,0.010763186217390919,0.007971826286974348,0.008832826206851552,0.004806404196833203
2024-09-18,,-0.0024080275860086653,0.003075357783714372,-0.009973677890874444,-0.0029402649901351108
2024-09-19,,0.01845197970580159,0.014579954184507304,0.018291177978716044,0.07359155565707187
2024-09-20,,0.009111555436973395,0.008942773504258428,-0.007795954094575341,-0.02324531900421767
2024-09-23,,0.011899784481557152,-0.0106362297532262,-0.004043338711109845,0.04931794333683115
2024-09-24,,0.0004126358007008335,0.0027184555923598364,-0.010011336962057471,0.017080017089843746
2024-09-25,,-0.007372694808574054,-0.004929384224380828,0.00685037875395178,0.010815214909361437
2024-09-26,,-0.007115748848874004,0.007678509416372492,-0.0018512562752063255,-0.01089404681602335
2024-09-27,,-0.016687603998192135,0.007497041175550168,-0.007628054092974401,0.024545630573566513
2024-09-30,,-0.008724793206352333,0.011588844010725907,0.005326913129526378,0.004492104223754234
2024-10-01,,-0.006440170323887107,0.006873889497411634,-0.02233330134669509,-0.013798172234708361
2024-10-02,,-0.0019986515757441925,-0.006766913144751974,-0.0084622916628595,-0.03488095932262847
2024-10-03,,-0.015154729791167831,0.0,-0.0014142440460548356,-0.03357160254966751
2024-10-04,,0.02500542770436165,0.007234923839520402,-0.0011525705068466952,0.03914235030998814
2024-10-07,,-0.03061493551686767,-0.024422453832752655,-0.015670753537159077,-0.03698816351676526
2024-10-08,,0.010619458719785868,0.008590089898677933,0.012623995059915849,0.015238957526229946
2024-10-09,,0.013408477078997505,-0.015330284851422737,0.006631016794280242,-0.014110416966225725
2024-10-10,,0.007992632403596822,0.0013591438475306639,-0.0038806388874635944,-0.009458613360014412
2024-10-11,,0.011626110360002828,0.0071571329970245845,0.0011543618477483086,-0.08782510719719305
2024-10-14,,-0.006779016992029097,0.010536458568019658,0.0067736559148992015,0.00624426350457119
2024-10-15,,0.0007998782160802964,0.003031185125242253,-0.0009543819622400695,0.0018707960177875016
2024-10-16,,-0.004262363692000948,-0.001813289131819884,-0.006256862656841666,0.008015641700267029
2024-10-17,,0.0034244710350397334,-0.013502015786179822,0.001441962678376374,-0.001987992760882462
2024-10-18,,0.007785456851548744,0.0030074066897149976,0.0034556232526332664,-0.0008601676940163117
2024-10-21,,0.0004233124965837831,0.003977524248859332,0.0014825956803896645,-0.008382378207102636
2024-10-22,,0.003332044214411578,0.0065216723934089504,0.020846344548399287,-0.004021041161846095
2024-10-23,,-0.026304640562205495,-0.014290980073006887,-0.006807003743656281,-0.019819274670942355
2024-10-24,,0.009041189476714617,-0.0003685720404099646,0.00030620018132543336,0.21919035070290427
2024-10-25,,0.007779788122410869,0.01567117254125261,0.008052263771797907,0.03343823359841336
2024-10-28,,0.002981406341556969,0.008773315399494663,-0.0036437182767533605,-0.024815158866218545
2024-10-29,,0.012951868195294036,0.017754349865454877,0.012564823957591731,-0.01139012091242797
2024-10-30,,0.009956473710913016,0.028170711918682256,0.0013426848328501606,-0.007590942139718337
2024-10-31,,-0.03284388507953562,-0.019202126999420255,-0.06052743366155344,-0.029897037679701755
2024-11-01,,0.06185621865256041,0.0010520670429565726,0.009892732858679087,-0.003482130697311625
2024-11-04,,-0.01086239567545566,-0.01196812170532402,-0.0046543692330285324,-0.024660613282231236
2024-11-05,,0.0190009257528736,0.002954346455192658,0.007344794847100156,0.03541429020427711
2024-11-06,,0.038045094425516846,0.039884526412637955,0.021192797705003263,0.14751032444224466
2024-11-07,,0.01429333510169939,0.02402144751592905,0.012494669603979158,0.02904379065700735
2024-11-08,,-0.008902691496347037,-0.013278006747663995,-0.006793140361522121,0.08187665372925301
2024-11-11,,-0.006436720074140534,0.011213932615149913,-0.01072083354425779,0.08959591143118995
2024-11-12,,0.010007771034946433,0.007041822994575231,0.012009264079665849,-0.06145717075892854
2024-11-13,,0.024843245179395845,-0.015086520134398151,0.005129677493722173,0.005327407385385952
2024-11-14,,-0.012237320417028852,-0.018448056733667784,0.003974693426306963,-0.05771559508909463
2024-11-15,,-0.041942478231440816,-0.017598693431131296,-0.027852783528272473,0.030657525449785616
2024-11-18,,-0.004491405455644082,0.01629065865315482,0.001831370631185214,0.056186046847983784
2024-11-19,,0.014427385751800914,0.01608664150887873,0.004882805072981444,0.021432396454288627
2024-11-20,,-0.00845508881471324,-0.012014321870336797,-0.0055052052552283515,-0.011473991967350106
2024-11-21,,-0.022180598835253806,-0.04744857423212023,-0.004316927863434072,-0.006987644766217049
2024-11-22,,-0.006351495788949668,-0.017121149967305516,0.010003229628053223,0.038040225983177356
2024-11-25,,0.021966324768223133,0.01754073981285642,0.004292481054346098,-0.039624464821427674
2024-11-26,,0.03181932866326265,0.00876830133763118,0.021968018124569832,-0.001063189566898104
2024-11-27,,-0.010199148999145757,0.0006503992105499901,-0.011682377936018562,-0.015788061864523528
2024-11-29,,0.010450052683389277,-0.0016545680424093767,0.0011110054636016553,0.03685898787510977
2024-12-02,,0.01356490130596999,0.015034131918581384,0.017758624846483828,0.034563659025395044
2024-12-03,,0.012956175029913197,-0.000874675276355874,0.0005103168494076105,-0.01587830229999254
2024-12-04,,0.02211394849472459,0.01768394410907881,0.01442493616221352,0.018524782309774723
2024-12-05,,0.010955259211262725,-0.009921252256361202,0.011887851234057889,0.03229681165351517
2024-12-06,,0.029381072944344444,0.011990345175282746,0.0021463221787068054,0.053397958017247005
2024-12-09,,-0.004140432746599476,0.004927810845191782,0.0055233455525667274,0.0014644862094215227
2024-12-10,,-0.004644181824783544,0.05588206688376296,-0.006031201182906232,0.02873337295448497
2024-12-11,,0.02319588240507109,0.05524647194896448,0.012767217732455372,0.05930322291934931
2024-12-12,,-0.0056023335225716675,-0.017604880057177863,0.0012694400448489684,-0.015702575706076027
2024-12-13,,-0.006594726378065796,-0.011148130915388021,-0.005093894683004807,0.04336284290396253
2024-12-16,,0.024048121869595374,0.036034053026951396,0.009658575394887237,0.06141250567967771
2024-12-17,,-0.00764177579215608,-0.006305346687214719,0.006355393424940958,0.036369912179738284
2024-12-18,,-0.045987410359975445,-0.03592253615204055,-0.037561104854187066,-0.0827949436951747
2024-12-19,,0.012561168873593154,0.000583823251764537,-0.0008231154179413336,-0.008997322180141931
2024-12-20,,0.00729994595290151,0.015383810477430426,-0.0009839224703922511,-0.034642491239586515
2024-12-23,,0.0006224408269079884,0.01682257444768509,-0.0030920024313689787,0.022657123925894362
2024-12-24,,0.017728630305015702,0.007604069510627198,0.0093739389031402,0.07357174228224572
2024-12-26,,-0.00873171784917226,-0.002600527488871518,-0.0027770233028415747,-0.017629994630971146
2024-12-27,,-0.014534256804240364,-0.014519495172375274,-0.017301576115057227,-0.04947922616674816
2024-12-30,,-0.010949707031249978,-0.007885365237647157,-0.01323949516003653,-0.03301209257078741
2024-12-31,,-0.008630834323407832,-0.010144304026104667,-0.007838390570540255,-0.03251001941775111
2025-01-02,,0.003783225458606987,0.0006867072835456955,-0.006927704343570262,-0.06081615932376483
2025-01-03,,0.018027432561515733,0.012458321788103577,0.011395772606065169,0.08215567328200035
2025-01-06,,0.015254909370185477,0.026487387312599475,0.010629470935847651,0.0014861742226248698
2025-01-07,,-0.02416414035082548,-0.007009643606654015,-0.012808302666155402,-0.040603340073111505
2025-01-08,,9.006470850470016e-05,-0.007877717042277466,0.0051851495921040325,0.0014707807875757872
2025-01-10,,-0.014360970473526025,-0.00984795084660628,-0.013213756390982212,-0.0005064369418008585
2025-01-13,,-0.0021923619356289947,-0.005363439713159668,-0.004200871470184664,0.021710512074366584
2025-01-14,,-0.003204303696411115,-0.007067541873089667,-0.0036435024342544864,-0.017232432245921525
2025-01-15,,0.025670516796895804,0.031055544475872,0.025597187194261295,0.08038151439752794
2025-01-16,,-0.012043887924316987,-0.013500536317625489,-0.004058024569779217,-0.03362756026209679
2025-01-17,,0.023928209424767255,0.016018071923692867,0.010480925214517711,0.030641323404759335
2025-01-21,,0.021111818274402117,0.01045904804029707,-0.0012353317425669585,-0.00569752092797482
2025-01-22,,0.018638063663626525,0.001615633502047631,0.041306824445996204,-0.021128638710367298
2025-01-23,,0.0017446222360446573,-0.0019658506139107468,0.0011430045314564374,-0.006576523247056931
2025-01-24,,-0.002421170970448472,0.011263771170026526,-0.00593212826373013,-0.014064741844588391
2025-01-27,,0.0024270472668348475,-0.041956023794460395,-0.02139354823606987,-0.023193450212053546
2025-01-28,,0.011596277923593856,0.0181950738188279,0.029086853406066204,0.0023668700890153715
2025-01-29,,-0.004534900692607424,0.0005632751955106929,-0.01088998639140848,-0.02258280870425211
2025-01-30,,-0.010250170242948609,0.02794130887129187,-0.06180909766555187,0.028732954254456988
2025-01-31,,0.012955989149507907,0.01568180369072114,0.0001687079231964539,0.010792463618949588
2025-02-03,,-0.0010938846972727845,-0.013675176662884314,-0.009974375330669139,-0.05170542044525339
2025-02-04,,0.019543422733693472,0.02559262947637775,0.003528491822340385,0.022232065633156273
2025-02-05,,-0.024332807771026643,-0.07292374115220157,0.0022312204610868136,-0.035797094243459227
2025-02-06,,0.011263088803542765,0.0014111120464010973,0.006121447726317175,-0.010180622383618276
2025-02-07,,-0.04053095448794508,-0.0326722626000564,-0.014597624515616636,-0.0339282217314959
2025-02-10,,0.017412199866636335,0.006096995794536042,0.006028083084226976,-0.030114441341470455
2025-02-11,,-0.0016299428832775575,-0.006167228757094634,-0.00189212380108017,-0.06338211812502892
2025-02-12,,-0.01645472556041927,-0.009227261158622047,-0.0058331585077641135,0.0243835913717656
2025-02-13,,0.006290143220533118,0.013779160022926229,0.003667010931902359,0.05773971683431944
2025-02-14,,-0.007336035409240549,-0.0048888033729183045,-0.0051395348171249244,-0.0002809633725618932
2025-02-18,,-0.008877028355405714,-0.007882060493251242,0.0029625781633650927,-0.004861766535893763
2025-02-19,,-8.819331220011328e-05,0.008162359447964729,0.012523121735654952,0.018214714280444966
2025-02-20,,-0.016546793977871843,-0.0038322626526801074,0.005290676147367446,-0.01708454543992588
2025-02-21,,-0.028266344731418536,-0.026549730911576308,-0.019032561891515143,-0.046839747148427646
2025-02-24,,-0.017868663239768212,-0.002281991053201704,-0.0103132723022471,-0.021521578674915554
2025-02-25,,0.000423094048469963,-0.02136683607318257,-0.015099043384357413,-0.0838955952220366
2025-02-26,,0.007283848822975836,-0.01533464217346625,0.004599171388699919,-0.039630120487999076
2025-02-27,,-0.02617215045770671,-0.024489102550497854,-0.018012224890150752,-0.030433204805490277
2025-02-28,,0.016958863624485065,0.010563804659186937,0.011362223191819565,0.03912040539724382
2025-03-03,,-0.034200087377916355,-0.01920364880947445,-0.021411098203082624,-0.02843203214376444
2025-03-04,,-0.005950644792114046,0.023411838125252826,0.0003086867421666639,-0.04429996705409467
2025-03-05,,0.022374865016246748,0.012286585283773688,0.03193453093419074,0.025952056083059283
2025-03-06,,-0.03676331176651382,-0.0038724758473357435,-0.010298692177502677,-0.056073068986891905
2025-03-07,,-0.007224698407026442,0.008761226865448446,-0.009020184772629891,-0.0029607088371812473
2025-03-10,,-0.02363867861413893,-0.044857887839179655,-0.03343422477658964,-0.1542620682219512
2025-03-11,,0.010537694677220655,-0.011032726774283574,0.0007628805224979551,0.037947369642955975
2025-03-12,,0.011699491808345508,0.018714986045085924,0.007412227476897515,0.0759389121683911
2025-03-13,,-0.025139524437347016,-0.026030675428210803,-0.011741144758794397,-0.02986820819658198
2025-03-14,,0.02093969555611075,0.0167731984265731,0.025846943523403665,0.038640532386444715
2025-03-17,,-0.01116439246854839,-0.007251316352863579,0.00036044048115302374,-0.04788383640805238
2025-03-18,,-0.014917738259935254,-0.02203426389584029,-0.013326647146135073,-0.05335909096824687
2025-03-19,,0.014106347155876442,0.02004125290513925,0.011211970469916954,0.046824389357219776
2025-03-20,,-0.003017266841301769,-0.006650904274691949,-0.0025268626944418004,0.0016958954271570903
2025-03-21,,0.006463245885351521,0.007309680383465356,0.011425906959400045,0.05269623506518384
2025-03-24,,0.03593082692897376,0.02250133808632304,0.0046514967980713084,0.11933580126800525
2025-03-25,,0.012053587883713357,0.01717546249202906,0.005291652796317381,0.03502280788451673
2025-03-26,,-0.022264360904062586,-0.03224662464872141,-0.013134024494697027,-0.05580626179068926
2025-03-27,,0.0011435177345771042,-0.01708460658957789,0.0015642581772612463,0.0039329829222258805
2025-03-28,,-0.04290822091507418,-0.04875491713675517,-0.03016025660028343,-0.03507493471452938
2025-03-31,,-0.012764667384211892,0.0020085958730517994,-0.009002080694970216,-0.016657121359109794
2025-04-01,,0.010038913682617334,0.015713970233534935,0.01811457506977887,0.035885119854736525
2025-04-02,,0.01998228846583383,-0.00019118133188422703,-0.00013079347855149415,0.05326685079977622
2025-04-03,,-0.08979129298487254,-0.04024434134071253,-0.0236302580160066,-0.05474611137253549
2025-04-04,,-0.041533565999713695,-0.033970248167765615,-0.0355659161831845,-0.10419786826814681
2025-04-07,,0.024912248577988017,0.007898336110236048,-0.00550245983842701,-0.025644236634809525
2025-04-08,,-0.026246667744515673,-0.013969476288190563,-0.009221507371338866,-0.048994783337158565
2025-04-09,,0.11977031526306248,0.09682106767546372,0.10133700634027365,0.22689989839624536
2025-04-10,,-0.05170070417193329,-0.03711175402472611,-0.023406531341426562,-0.07274069589492627
2025-04-11,,0.020141230945248445,0.02826857213779821,0.018618038931961234,-0.00035656236159631316
